"","location","year","tmax_avg_0","tmax_avg_1","tmax_avg_2","tmax_avg_3","tmax_avg_4","tmin_avg_0","tmin_avg_1","tmin_avg_2","tmin_avg_3","tmin_avg_4","prcp_avg_0","prcp_avg_1","prcp_avg_2","prcp_avg_3","prcp_avg_4","prcp_tot_0","prcp_tot_1","prcp_tot_2","prcp_tot_3","prcp_tot_4","snwd_avg_0","snwd_avg_1","snwd_avg_2","snwd_avg_3","snwd_avg_4","snwd_tot_0","snwd_tot_1","snwd_tot_2","snwd_tot_3","snwd_tot_4","sunlight_avg_1","sunlight_avg_2","sunlight_avg_3","sunlight_avg_4","sunlight_avg_0","lat","long","alt","bloom_date","bloom_doy"
"17","washingtondc",1965,99.0645161290323,66.8387096774194,98.8571428571429,116.290322580645,184.266666666667,3.96774193548387,-39.5483870967742,-30.5,4.48387096774194,58.3,22.8387096774194,24.4516129032258,18.8214285714286,32.6551724137931,16.4666666666667,708,758,527,947,494,0,0,1.82142857142857,0,0,0,0,51,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1965-04-15",105
"18","washingtondc",1966,103.566666666667,43.9032258064516,74,156.290322580645,168.7,-2.23333333333333,-40.7096774193548,-22.75,17.8064516129032,55.2333333333333,3.74193548387097,38.0967741935484,34.5714285714286,9.90322580645161,34.7333333333333,116,1181,968,307,1042,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1966-04-05",95
"19","washingtondc",1967,76.1935483870968,105.387096774194,66.8928571428571,132.354838709677,215.6,-12.8709677419355,-8.70967741935484,-56.25,8.48387096774194,63.4666666666667,30.9677419354839,12.6451612903226,27.2857142857143,34.9032258064516,12.7666666666667,960,392,764,1082,383,0,1.64516129032258,NA,0,0,0,51,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1967-04-06",96
"20","washingtondc",1968,93.9677419354839,52.4193548387097,65.3448275862069,173.58064516129,213.466666666667,-9.83870967741935,-53.8064516129032,-40.6551724137931,20.2258064516129,61.6333333333333,49.6129032258064,20.741935483871,6.6551724137931,38.2903225806452,14.8333333333333,1538,643,193,1187,445,5.46428571428571,0.806451612903226,0,0,0,153,25,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1968-03-30",90
"21","washingtondc",1969,73.5161290322581,56,60.4642857142857,118.903225806452,215.566666666667,-16.741935483871,-30.9354838709677,-15.8928571428571,0.870967741935484,72.6666666666667,20.0322580645161,15.5161290322581,21.8928571428571,14.4838709677419,16.9,621,481,613,449,507,0,0,NA,0.862068965517241,0,0,0,0,25,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1969-04-09",99
"22","washingtondc",1970,55.5483870967742,36.9354838709677,81.75,111.709677419355,194.133333333333,-18.8064516129032,-62.6774193548387,-26.8571428571429,2.51612903225806,60.4,65.8709677419355,13.5483870967742,27.2857142857143,25.4838709677419,45.9333333333333,2042,420,764,790,1378,3.29032258064516,0.892857142857143,0,0,0,102,25,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1970-04-16",106
"23","washingtondc",1971,90.0322580645161,46.258064516129,94.6428571428571,128.032258064516,205.9,-10.8387096774194,-49.4516129032258,-13.2857142857143,0.258064516129032,37.5666666666667,25.9354838709677,18.7741935483871,53.8571428571429,18.5806451612903,15.8333333333333,804,582,1508,576,475,1.61290322580645,203,0.892857142857143,0.806451612903226,0,50,203,25,25,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1971-04-08",98
"24","washingtondc",1972,128.870967741935,88.8709677419355,74.8275862068966,132.838709677419,190.733333333333,21.0322580645161,-12.258064516129,-33.3103448275862,15.5483870967742,50.7,18.3548387096774,20.258064516129,56.8275862068966,23.1612903225806,36.2666666666667,569,628,1648,718,1088,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1972-04-11",102
"25","washingtondc",1973,107.935483870968,95.2903225806452,68.8928571428571,148.806451612903,182.333333333333,15.0645161290323,-25.4838709677419,-39.0357142857143,32.3461538461538,68.2666666666667,29.8620689655172,22.5483870967742,27.5357142857143,27.0322580645161,51.1,866,699,771,838,1533,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1973-04-11",101
"26","washingtondc",1974,85.2903225806452,88.6774193548387,75.0357142857143,143.935483870968,202.966666666667,-4.48387096774194,-2.70967741935484,-38.6428571428571,18.0645161290323,72.2,51.5806451612903,30.3548387096774,11.5,38.3548387096774,23.1333333333333,1599,941,322,1189,694,16.9666666666667,NA,15.3928571428571,0,0,509,0,431,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1974-04-03",93
"27","washingtondc",1975,102.709677419355,84.6451612903226,86.12,107.290322580645,157.965517241379,-6.54838709677419,-19.3548387096774,-11.3928571428571,-1.13333333333333,45.9333333333333,49.1935483870968,25.0322580645161,16.7142857142857,50.7741935483871,22.1333333333333,1525,776,468,1574,664,0,9,4.7037037037037,0,0,0,279,127,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1975-04-03",93
"28","washingtondc",1976,80.9677419354839,45.4666666666667,137.428571428571,161.870967741935,214.833333333333,-13.258064516129,-55.3870967741936,-1.07142857142857,24.7741935483871,73.7333333333333,19.5483870967742,51.9354838709677,14.5172413793103,14.2903225806452,20.4333333333333,606,1610,421,443,613,0,NA,NA,4.93548387096774,0,0,0,0,153,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1976-03-23",83
"29","washingtondc",1977,55,-0.354838709677419,87.0357142857143,162.258064516129,212.433333333333,-51.7741935483871,-90.1935483870968,-31.3928571428571,42.1290322580645,74.4666666666667,15.741935483871,10.6451612903226,5.71428571428571,22.3548387096774,19.8333333333333,488,330,160,693,595,NA,53.4827586206897,0,0,0,0,1551,0,0,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1977-03-26",85
"30","washingtondc",1978,66.1935483870968,32.258064516129,21,101.806451612903,189.566666666667,-25.6896551724138,-61.6129032258064,-64.9285714285714,1.61290322580645,63.5,46.6451612903226,62.1290322580645,3,34,11.7,1446,1926,84,1054,351,0,38.0769230769231,NA,8.44444444444444,0,0,990,0,228,0,NA,NA,NA,NA,NA,38.8853496,-77.0386278,0,"1978-04-12",102
"31","washingtondc",1979,103.774193548387,44.3870967741936,6.03571428571429,157.733333333333,172.4,-16.1612903225806,-49.5483870967742,-88.9642857142857,14.8,71.4333333333333,31.5483870967742,58.7096774193548,52.4285714285714,21.3870967741935,24.0666666666667,978,1820,1468,663,722,0,NA,152.37037037037,0,0,0,0,4114,0,0,6625.38387096774,9682.86071428571,15343.7935483871,15789.73,NA,38.8853496,-77.0386278,0,"1979-04-02",92
"32","washingtondc",1980,97.4838709677419,55.741935483871,44,NA,171.066666666667,-6.09677419354839,-31.7096774193548,-53.6296296296296,NA,71.1,7.45161290322581,27.4516129032258,6.07407407407407,NA,32.5,231,851,164,NA,975,0,9.58620689655172,1.82142857142857,NA,0,0,278,51,NA,0,7030.8064516129,10671.1275862069,14117.0709677419,18703.1166666667,7814.64193548387,38.8853496,-77.0386278,0,"1980-04-06",97
"33","washingtondc",1981,86.7857142857143,31.8709677419355,104.642857142857,120.133333333333,210.3,-29.8064516129032,-64.8064516129032,-25.7857142857143,0.193548387096774,74.7666666666667,5.93548387096774,4.03225806451613,31.0714285714286,13.7741935483871,23.8,184,125,870,427,714,0,13.1034482758621,0,0,0,0,380,0,0,0,7493.62258064516,9226.14642857143,14216.2967741935,18402.7766666667,7046.18064516129,38.8853496,-77.0386278,0,"1981-04-03",93
"34","washingtondc",1982,70.4193548387097,18.2903225806452,85.3571428571429,118.290322580645,180.034482758621,-22.9354838709677,-82.1935483870968,-26,8.35483870967742,39.3448275862069,20.1290322580645,28.6451612903226,31.7857142857143,21.0967741935484,24.1071428571429,624,888,890,654,675,4.09677419354839,81.0967741935484,6.35714285714286,0,0,127,2514,178,0,0,7867.32258064516,10490.8607142857,14074.7870967742,20057.0866666667,6265.65161290323,38.8853496,-77.0386278,0,"1982-04-07",97
"35","washingtondc",1983,115.774193548387,65.2258064516129,79.7857142857143,127,158.266666666667,13.1290322580645,-20.1612903225806,-33.3214285714286,29.9354838709677,55.5,16.2258064516129,14.1935483870968,12.7692307692308,26.5483870967742,63.1333333333333,503,440,332,823,1894,12.258064516129,NA,64.3928571428571,0,0,380,0,1803,0,0,7350.54516129032,11047.8142857143,14653.5580645161,17208.95,6869.82580645161,38.8853496,-77.0386278,0,"1983-04-07",97
"36","washingtondc",1984,59.3548387096774,40.4516129032258,103.689655172414,94.0967741935484,162.233333333333,-36.4516129032258,-70.5806451612903,2.17241379310345,-13.6129032258065,62.9,56,14.8064516129032,36.7241379310345,49.7096774193548,29.0333333333333,1680,459,1065,1541,871,0,21.3548387096774,0,0,0,0,662,0,0,0,7700,9765.64827586207,12947.9709677419,17058.3666666667,6461.60967741935,38.8853496,-77.0386278,0,"1984-04-03",94
"37","washingtondc",1985,131.709677419355,38.1935483870968,79.4074074074074,143.516129032258,214.133333333333,2.93548387096774,-67.3225806451613,-31.1111111111111,13.4838709677419,72,11.7096774193548,24.7096774193548,27.4285714285714,15.3548387096774,0.466666666666667,363,766,768,476,14,0,14.741935483871,2.71428571428571,0,0,0,457,76,0,0,7156.3935483871,10792.0571428571,15116.6387096774,18620.3333333333,7383.19677419355,38.8853496,-77.0386278,0,"1985-04-07",97
"38","washingtondc",1986,73.3333333333333,66.4193548387097,55.9259259259259,152.677419354839,205.533333333333,-49.7333333333333,-49.0967741935484,-39.9259259259259,-6.31034482758621,57.4333333333333,13.4333333333333,26.0645161290323,35.2222222222222,11.1612903225806,29.3,403,808,951,346,879,0,1.47058823529412,29.9642857142857,0,0,0,25,839,0,0,8147.61935483871,8203.05,16246.9580645161,17490.05,7442.11612903226,38.8853496,-77.0386278,0,"1986-04-02",92
"39","washingtondc",1987,91.5161290322581,59.6129032258064,75.2142857142857,151.935483870968,183.4,-29.258064516129,-54.8709677419355,-55.4285714285714,12.6129032258065,47.2,42.6451612903226,35.9615384615385,1.11111111111111,13.1935483870968,35.9333333333333,1322,935,30,409,1078,0,35.7407407407407,76.2222222222222,0,0,0,965,686,0,0,7893.22580645161,11450.2214285714,15148.9870967742,17087.48,7163.76451612903,38.8853496,-77.0386278,0,"1987-03-28",87
"40","washingtondc",1988,91.0344827586207,49.4285714285714,85.0344827586207,143,178.466666666667,-9,-83.8571428571429,-36.551724137931,8.29032258064516,54.4333333333333,20.741935483871,26.5185185185185,34.7241379310345,20.4193548387097,26.8,643,716,1007,633,804,0,49.0357142857143,0,0,0,0,1373,0,0,0,8058.17096774194,10173.5034482759,15393.7612903226,19250.5266666667,6759.58387096774,38.8853496,-77.0386278,0,"1988-03-31",91
"41","washingtondc",1989,89.5172413793103,83.1666666666667,45.6,109.275862068966,182.1,-67.448275862069,-39.1666666666667,NA,53.1428571428571,47.8333333333333,10.3870967741935,20.7096774193548,55,28.5806451612903,33.5,322,642,1540,886,1005,0,5.39285714285714,0,0,0,0,151,0,0,0,8250.46129032258,8886.95357142857,14267.6129032258,19911.29,7618.74838709677,38.8853496,-77.0386278,0,"1989-03-29",88
"42","washingtondc",1990,13.5666666666667,110.032258064516,131.75,155.193548387097,188.7,-72.7,-0.032258064516129,4.71428571428571,31,68.6666666666667,6.83870967741935,35.0645161290323,11.9285714285714,23.258064516129,37.7333333333333,212,1087,334,721,1132,14.7741935483871,0,0,0,0,458,0,0,0,0,8196.12258064516,10228.6214285714,14804.235483871,18078.0366666667,7401.27741935484,38.8853496,-77.0386278,0,"1990-03-15",74
"43","washingtondc",1991,114.903225806452,77.1612903225806,112.107142857143,140.483870967742,200.366666666667,4.51612903225806,-26.8387096774194,-4.67857142857143,31.7096774193548,84.1,44.3225806451613,25.7741935483871,7.53571428571429,44.4516129032258,14.8,1374,799,211,1378,444,0,0,0,0,0,0,0,0,0,0,7871.96774193548,10141.3178571429,13374.9677419355,18203.1133333333,7255.28709677419,38.8853496,-77.0386278,0,"1991-03-29",88
"44","washingtondc",1992,103.967741935484,80.2903225806452,92.6896551724138,111.290322580645,182.733333333333,4.32258064516129,-12.1290322580645,-7.03571428571429,18.0322580645161,65.9333333333333,43.741935483871,15.7741935483871,25.5,34.0645161290323,25.9333333333333,1356,489,714,1056,778,0,0,4.37931034482759,0,0,0,0,127,0,0,7988.62258064516,10107.0068965517,14133.0096774194,17633.2366666667,7491.40967741935,38.8853496,-77.0386278,0,"1992-04-07",98
"45","washingtondc",1993,73.6451612903226,77.741935483871,62.3214285714286,104.035714285714,184.4,-5.03225806451613,-10.258064516129,-43.4285714285714,3.06896551724138,64.4666666666667,29.3225806451613,24.741935483871,21.3928571428571,55.7142857142857,38.7666666666667,909,767,599,1560,1163,0.806451612903226,0,5.42857142857143,14.0344827586207,0,25,0,152,407,0,7307.48064516129,10479.3428571429,12952.8483870968,19078.56,6299.06451612903,38.8853496,-77.0386278,0,"1993-04-11",101
"46","washingtondc",1994,78.9642857142857,22.0322580645161,76.2,112.366666666667,224.166666666667,-11.6785714285714,-64.8387096774194,-22.6666666666667,4.23333333333333,81.4333333333333,35.3870967741936,27.8064516129032,28.0416666666667,74,17.9666666666667,1097,862,673,2146,539,5.06666666666667,3.51724137931034,16.0909090909091,3.25806451612903,0,152,102,177,101,0,6803.44516129032,11027.7464285714,13039.1225806452,20143.2266666667,6469.01290322581,38.8853496,-77.0386278,0,"1994-04-05",95
"47","washingtondc",1995,113.677419354839,82.5483870967742,61.8571428571429,152.677419354839,194.107142857143,-1.38709677419355,-14.1818181818182,-52.2142857142857,25.4516129032258,42.9285714285714,17.8064516129032,32.3225806451613,14.0714285714286,21.2903225806452,13.3448275862069,552,1002,394,660,387,0,4.09677419354839,20.8214285714286,0,0,0,127,583,0,0,7088.60967741935,10356.725,15525.4225806452,18723.4066666667,7049,38.8853496,-77.0386278,0,"1995-04-02",92
"48","washingtondc",1996,NA,56.258064516129,63.7241379310345,87.7,184,NA,-50.741935483871,-27.7241379310345,-1.73333333333333,65,NA,51.8387096774194,20.1071428571429,31.3870967741935,26.5666666666667,NA,1607,563,973,797,NA,134.633333333333,51.8,6.84615384615385,0,NA,4039,1295,178,0,7387.28387096774,9863.71034482759,14092.9419354839,18377.3933333333,6778.93870967742,38.8853496,-77.0386278,0,"1996-04-04",95
"49","washingtondc",1997,82.4516129032258,58.4827586206897,89.9259259259259,133.206896551724,160.933333333333,3.96774193548387,-39.3793103448276,2.96296296296296,25.4827586206897,52,46.0967741935484,20.5483870967742,22.4285714285714,37.4838709677419,23.8,1429,637,628,1162,714,0,3.25806451612903,11.2592592592593,0,0,0,101,304,0,0,8638.59032258065,10261.1035714286,14203.1548387097,18812.1866666667,6364.18064516129,38.8853496,-77.0386278,0,"1997-03-26",85
"50","washingtondc",1998,105.034482758621,107.354838709677,106.653846153846,138.206896551724,215.133333333333,-16.1379310344828,6.83870967741935,0.153846153846154,22.4137931034483,77.6,15.4838709677419,46.0967741935484,49,60.9354838709677,35.3333333333333,480,1429,1372,1889,1060,0,0,0,0,0,0,0,0,0,0,6621.44516129032,9023.72857142857,12956.4548387097,19048.05,7056.99677419355,38.8853496,-77.0386278,0,"1998-03-27",86
"51","washingtondc",1999,124.903225806452,90.0645161290323,97.6071428571429,120.258064516129,201.833333333333,5.32258064516129,-33.0322580645161,-27.0357142857143,-0.161290322580645,64.5666666666667,15.8709677419355,42.9677419354839,17.5714285714286,37.0645161290323,20.1333333333333,492,1332,492,1149,604,0.806451612903226,0,0,9.80645161290323,0,25,0,0,304,0,7710.67419354839,10640.3464285714,15566.8032258065,19274.73,7278.53548387097,38.8853496,-77.0386278,0,"1999-04-05",95
"52","washingtondc",2000,99.5161290322581,65.7096774193548,107.655172413793,168.258064516129,180.533333333333,-13.8709677419355,-46.2258064516129,-18.5172413793103,33,70.4333333333333,22.3548387096774,31.3225806451613,17.1724137931034,38.0967741935484,40.6,693,971,498,1181,1218,0,48.3548387096774,44.6206896551724,0,0,0,1499,1294,0,0,8285.28387096774,11787.2448275862,16370.9967741935,16898.82,7955.87096774194,38.8853496,-77.0386278,0,"2000-03-17",77
"53","washingtondc",2001,49.9655172413793,59.3870967741936,100.357142857143,115.451612903226,208.3,-60.7241379310345,-47.8064516129032,-17.3214285714286,-1.70967741935484,68.4333333333333,28.1290322580645,21.4516129032258,19.3928571428571,36.1290322580645,18.3,872,665,543,1120,549,4.59090909090909,0.961538461538462,3.04,0,0,101,25,76,0,0,8047.67419354839,10024.1857142857,13814.2774193548,19582.5733333333,7342.79032258064,38.8853496,-77.0386278,0,"2001-04-06",96
"54","washingtondc",2003,66.7096774193548,33.741935483871,44.2142857142857,139.129032258065,181.266666666667,-18.8333333333333,-46.4193548387097,-37.8888888888889,17,66.7,40.8064516129032,22.6774193548387,73.7142857142857,35.7096774193548,24.5333333333333,1265,703,2064,1107,736,22.1290322580645,4.06451612903226,114.321428571429,6.54838709677419,0,686,126,3201,203,0,7391.04516129032,8646.86071428571,15063.6612903226,18344.84,7159.21935483871,38.8853496,-77.0386278,0,"2003-04-02",92
"55","washingtondc",2004,86.5806451612903,37.0322580645161,75.3448275862069,145,187.766666666667,-10.9666666666667,-54.8064516129032,-28.1724137931034,27.3225806451613,80.8,39.2903225806452,14.258064516129,22.3448275862069,18.5161290322581,37.3,1218,442,648,574,1119,9,21.3548387096774,14.8620689655172,0,0,279,662,431,0,0,7365.90967741935,11938.9517241379,14015.8516129032,18475.1033333333,7800.88709677419,38.8853496,-77.0386278,0,"2004-03-31",91
"56","washingtondc",2005,90.2258064516129,65.9354838709677,97.7037037037037,103.870967741935,200.633333333333,-14.6451612903226,-23.0322580645161,-15.8888888888889,10.741935483871,78.5,23.7586206896552,28.9032258064516,10.2307692307692,42.258064516129,30.1666666666667,689,896,266,1310,905,0,17.1290322580645,8.44444444444444,2.45161290322581,0,0,531,228,76,0,7919.59677419355,10255.1821428571,13412.7451612903,18628.8466666667,7283.39677419355,38.8853496,-77.0386278,0,"2005-04-09",99
"57","washingtondc",2006,61.6451612903226,102.48,93.3333333333333,138.161290322581,215.233333333333,-25.5483870967742,3.96,-13.1666666666667,26.1612903225806,87.5666666666667,28.7741935483871,21.1666666666667,24.6,0.67741935483871,28.3,892,508,615,21,849,8.16129032258065,0,19.9285714285714,0,0,253,0,558,0,0,8090.23870967742,10896.2035714286,15631.5483870968,20714.37,7285.32258064516,38.8853496,-77.0386278,0,"2006-03-30",89
"58","washingtondc",2007,121.896551724138,85,25.5555555555556,149.066666666667,170.7,12.0344827586207,-5.72413793103448,-58.2592592592593,21.5,57.1333333333333,5.45161290322581,17.1724137931034,22.7142857142857,30.258064516129,40.9,169,498,636,938,1227,0,0.806451612903226,17.9583333333333,0.806451612903226,0,0,25,431,25,0,7564.65806451613,10621.0821428571,16081.4709677419,17352.1566666667,7753.61612903226,38.8853496,-77.0386278,0,"2007-04-01",91
"59","washingtondc",2008,79.2258064516129,73.1290322580645,90.5862068965517,140.354838709677,195.566666666667,-0.838709677419355,-20.8064516129032,-14.4137931034483,21.2903225806452,80.8666666666667,28.741935483871,12.0322580645161,37.551724137931,20.3225806451613,49.5666666666667,891,373,1089,630,1487,4.09677419354839,0.806451612903226,0,0,0,127,25,0,0,0,7788.1935483871,9825.21379310345,15297.1741935484,18515.4333333333,6321.02258064516,38.8853496,-77.0386278,0,"2008-03-26",86
"60","washingtondc",2009,87.9666666666667,40.5483870967742,101.407407407407,132.566666666667,222.153846153846,-4.41935483870968,-45.0645161290323,-10.2222222222222,23.258064516129,97.3928571428571,28.7741935483871,25.258064516129,2.28571428571429,18.3548387096774,35.9642857142857,892,783,64,569,1007,0,2.41935483870968,0,15.5161290322581,0,0,75,0,481,0,7979.78064516129,11251.725,14378.5580645161,19090.9,6959.35483870968,38.8853496,-77.0386278,0,"2009-04-01",91
"61","washingtondc",2010,64.8387096774194,54.4193548387097,46.84,146.451612903226,223.413793103448,-17.7741935483871,-38.2903225806452,-33.5384615384615,45.3548387096774,88.6896551724138,58.5161290322581,20.1612903225806,6.65217391304348,30.1290322580645,12.9642857142857,1814,625,153,934,363,55.0333333333333,0,170.086956521739,0,0,1651,0,3912,0,0,7422.03548387097,10499.0392857143,14746.7483870968,21365.41,7510.63225806452,38.8853496,-77.0386278,0,"2010-03-31",90
